=== jgld.dll — Strings ===
 nth      paddr      vaddr len size section type    string                                                                                                                                                                                                                      
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   0 0x0000004d 0x1000004d  44   45         ascii   !This program cannot be run in DOS mode.\r\r\n$
 378 0x0000c8df 0x1000c8df   4    4 .text   ascii   M\f;M
 379 0x0000c98c 0x1000c98c   4    5 .text   ascii   M\b;M
 380 0x0000c9c4 0x1000c9c4   4    4 .text   ascii   E\f;E
 381 0x0000ca68 0x1000ca68  16   16 .text   ibm037  (\i(Y»íUJSiíü»áU
 382 0x0000ca81 0x1000ca81   4    4 .text   ascii   M\b;M
 383 0x0000ca89 0x1000ca89   4    4 .text   ascii   U\f;U
 384 0x0000cac8 0x1000cac8   4    4 .text   ascii   U\b;U
 385 0x0000cad0 0x1000cad0   4    4 .text   ascii   E\f;E
 386 0x0000cb7a 0x1000cb7a   4    5 .text   ascii   M\f;M
 387 0x0000cbca 0x1000cbca   4    4 .text   ascii   E\b;E
 388 0x0000cf95 0x1000cf95   5    5 .text   ascii   PSVWQ
 389 0x0000cfe6 0x1000cfe6   4    5 .text   ascii   ;H\f|
 390 0x0000cff1 0x1000cff1   6    7 .text   ascii   U\b;U\fu
 391 0x0000d15f 0x1000d15f   7    7 .text   ascii   U\b;U\f~]
 392 0x0000d167 0x1000d167   5    5 .text   ascii   E\b3E\f
 393 0x0000d170 0x1000d170   5    5 .text   ascii   M\f3M\b
 394 0x0000d179 0x1000d179   5    5 .text   ascii   U\b3U\f
 395 0x0000d18b 0x1000d18b   4    5 .text   ascii   M 3M
 396 0x0000d1bb 0x1000d1bb   5    5 .text   ascii   E +E$
 397 0x0000d1db 0x1000d1db   6    7 .text   ascii   M\b;H\b}
 398 0x0000d1fa 0x1000d1fa   5    6 .text   ascii   M\f;\b}
 399 0x0000d21d 0x1000d21d   5    6 .text   ascii   M\b;\b}
 400 0x0000d257 0x1000d257   7    7 .text   ascii   M\f;H\b| 
 401 0x0000d2b8 0x1000d2b8   4    5 .text   ascii   U$;U
 402 0x0000d2c0 0x1000d2c0   4    5 .text   ascii   E$+E
 403 0x0000d2c9 0x1000d2c9   5    5 .text   ascii   M +M$
 404 0x0000d2f0 0x1000d2f0   4    4 .text   ascii   u9WV
 405 0x0000d2f5 0x1000d2f5   7    7 .text   ascii   M\f+M\bAf
 406 0x0000d311 0x1000d311   4    4 .text   ascii   \aJu\t
 407 0x0000d32f 0x1000d32f   4    4 .text   ascii   u6VW
 408 0x0000d334 0x1000d334   7    7 .text   ascii   M\f+M\bAf
 409 0x0000d34c 0x1000d34c   5    5 .text   ascii   x\aJu\f
 410 0x0000d36a 0x1000d36a   7    7 .text   ascii   M\f+M\bAf
 411 0x0000d4f5 0x1000d4f5   5    5 .text   ascii   TSVWQ
 412 0x0000d525 0x1000d525   5    6 .text   ascii   M\b;\b|
 413 0x0000d543 0x1000d543   6    7 .text   ascii   M\b;H\b|
 414 0x0000d550 0x1000d550   4    5 .text   ascii   U\f;U
 415 0x0000d6be 0x1000d6be   4    5 .text   ascii   U\f;U
 416 0x0000d6c6 0x1000d6c6   4    5 .text   ascii   E\f3E
 417 0x0000d6d8 0x1000d6d8   4    5 .text   ascii   U\f3U
 418 0x0000d6ea 0x1000d6ea   4    5 .text   ascii   M 3M
 419 0x0000d71a 0x1000d71a   5    5 .text   ascii   E +E$
 420 0x0000d73a 0x1000d73a   6    7 .text   ascii   M\f;H\f}
 421 0x0000d77d 0x1000d77d   4    5 .text   ascii   M\f;H
 422 0x0000d7bb 0x1000d7bb   5    5 .text   ascii   ;H\f| 
 423 0x0000d834 0x1000d834   4    5 .text   ascii   U$;U
 424 0x0000d83c 0x1000d83c   4    5 .text   ascii   E$+E
 425 0x0000d845 0x1000d845   5    5 .text   ascii   M +M$
 426 0x0000d86c 0x1000d86c   4    4 .text   ascii   u9VW
 427 0x0000d873 0x1000d873   5    5 .text   ascii   +M\fAf
 428 0x0000d88c 0x1000d88c   4    4 .text   ascii   \aJu\v
 429 0x0000d8ab 0x1000d8ab   4    4 .text   ascii   u4WV
 430 0x0000d8b2 0x1000d8b2   5    5 .text   ascii   +M\fAf
 431 0x0000d8c5 0x1000d8c5   4    5 .text   ascii   x\bJu
 432 0x0000d8e6 0x1000d8e6   5    5 .text   ascii   +M\fAf
 433 0x0000da75 0x1000da75   5    5 .text   ascii   XSVWQ
 434 0x0000dcf5 0x1000dcf5   5    5 .text   ascii   hSVWQ
 435 0x0000dfc9 0x1000dfc9   4    4 .text   ascii   SVWQ
 436 0x0000e445 0x1000e445   4    4 .text   ascii   @SVW
 437 0x0000e4c5 0x1000e4c5   4    4 .text   ascii   @SVW
 438 0x0000e545 0x1000e545   4    4 .text   ascii   @SVW
 439 0x0000e585 0x1000e585   5    5 .text   ascii   tSVWQ
 440 0x0000e8b9 0x1000e8b9   4    4 .text   ascii   SVWQ
 441 0x0000ed75 0x1000ed75   5    5 .text   ascii   hSVWQ
 442 0x0000edf8 0x1000edf8   6    6 .text   ascii   9E\f~\a3
 443 0x0000eff5 0x1000eff5   4    4 .text   ascii   ]^_f
 444 0x0000f0e0 0x1000f0e0   4    4 .text   ascii   ]^_f
 445 0x0000f1c1 0x1000f1c1   4    4 .text   ascii   ]^_f
 446 0x0000f317 0x1000f317   4    4 .text   ascii   ]^_f
 447 0x0000f47e 0x1000f47e   4    4 .text   ascii   ]^_f
 448 0x0000f6a5 0x1000f6a5   5    5 .text   ascii   `SVWQ
 449 0x0000f77e 0x1000f77e   4    5 .text   ascii   P\f+Q
 450 0x0000f7ca 0x1000f7ca   5    6 .text   ascii   |u\rf\v
 451 0x0000f7d9 0x1000f7d9   5    5 .text   ascii   \vf\v\af
 452 0x0000f7fe 0x1000f7fe   4    4 .text   ascii   ]_^3
 453 0x0000f885 0x1000f885   5    5 .text   ascii   \SVWQ
 454 0x0000f93a 0x1000f93a   4    5 .text   ascii   B@+E
 455 0x0000f95d 0x1000f95d   4    4 .text   ascii   \aGNu
 456 0x0000f9e5 0x1000f9e5   5    5 .text   ascii   dSVWQ
 457 0x0000fae1 0x1000fae1   4    4 .text   ascii   \aGIu
 458 0x0000fb75 0x1000fb75   5    5 .text   ascii   pSVWQ
 459 0x0000fb8e 0x1000fb8e   4    5 .text   ascii   E\b;E
 460 0x0000fbb3 0x1000fbb3   4    5 .text   ascii   U\f;U
 461 0x0000fbda 0x1000fbda   4    5 .text   ascii   ;M\b}
 462 0x0000fc3c 0x1000fc3c   4    5 .text   ascii   E\f;E
 463 0x0000fc48 0x1000fc48   4    4 .text   ascii   M\b;M
 464 0x0000fc50 0x1000fc50   4    4 .text   ascii   U\f;U
 465 0x0000fc97 0x1000fc97   4    4 .text   ascii   E\b;E
 466 0x0000fc9f 0x1000fc9f   4    4 .text   ascii   M\f;M
 467 0x0000fcd5 0x1000fcd5   4    4 .text   ascii   E\b;E
 468 0x0000fcdd 0x1000fcdd   4    4 .text   ascii   M\f;M
 469 0x0000fd23 0x1000fd23   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 470 0x0000fd3e 0x1000fd3e   4    5 .text   ascii   E\b;E
 471 0x0000fd60 0x1000fd60   4    4 .text   ascii   E\f;E
 472 0x0000fdd4 0x1000fdd4   4    4 .text   ascii   E\b;E
 473 0x0000fddc 0x1000fddc   4    4 .text   ascii   M\f;M
 474 0x0000fe12 0x1000fe12   4    4 .text   ascii   E\b;E
 475 0x0000fe1a 0x1000fe1a   4    4 .text   ascii   M\f;M
 476 0x0000fe60 0x1000fe60   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 477 0x0000fe7b 0x1000fe7b   4    5 .text   ascii   E\f;E
 478 0x0000fe9d 0x1000fe9d   4    4 .text   ascii   E\b;E
 479 0x0000fee2 0x1000fee2   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 480 0x0000fef3 0x1000fef3   4    4 .text   ascii   M\b;M
 481 0x0000fefb 0x1000fefb   4    4 .text   ascii   U\f;U
 482 0x0000ff51 0x1000ff51   4    4 .text   ascii   M\b;M
 483 0x0000ff59 0x1000ff59   4    4 .text   ascii   U\f;U
 484 0x0000ff8f 0x1000ff8f   4    4 .text   ascii   M\b;M
 485 0x0000ff97 0x1000ff97   4    4 .text   ascii   U\f;U
 486 0x0000ffb1 0x1000ffb1   4    5 .text   ibm037  4YIX
 487 0x0000ffdd 0x1000ffdd   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 488 0x0000fff8 0x1000fff8   4    5 .text   ascii   E\b;E
 489 0x0001001a 0x1001001a   4    4 .text   ascii   E\f;E
 490 0x0001005f 0x1001005f   4    7 .text   utf8    ЋMЊU blocks=Cyrillic,Basic Latin
 491 0x0001008e 0x1001008e   4    4 .text   ascii   E\b;E
 492 0x00010096 0x10010096   4    4 .text   ascii   M\f;M
 493 0x000100cc 0x100100cc   4    4 .text   ascii   E\b;E
 494 0x000100d4 0x100100d4   4    4 .text   ascii   M\f;M
 495 0x0001011a 0x1001011a   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 496 0x00010132 0x10010132   4    5 .text   ascii   E\f;E
 497 0x00010154 0x10010154   4    4 .text   ascii   E\b;E
 498 0x00010196 0x10010196   4    7 .text   utf8    ЋUЊE blocks=Cyrillic,Basic Latin
 499 0x000101b3 0x100101b3   4    5 .text   ibm037  4YGV
 500 0x00010395 0x10010395   4    4 .text   ascii   @SVW
 501 0x000103c9 0x100103c9   5    5 .text   ascii   H\f_^[
 502 0x000103f5 0x100103f5   5    5 .text   ascii   HSVWQ
 503 0x00010446 0x10010446   4    5 .text   ascii   ;H\f|
 504 0x00010451 0x10010451   6    7 .text   ascii   U\b;U\fu
 505 0x0001045e 0x1001045e   7    7 .text   ascii   E\b;E\f~\e
 506 0x00010466 0x10010466   5    5 .text   ascii   M\b3M\f
 507 0x0001046f 0x1001046f   5    5 .text   ascii   U\f3U\b
 508 0x00010478 0x10010478   5    5 .text   ascii   E\b3E\f
 509 0x00010491 0x10010491   4    5 .text   ibm037  4YZS
 510 0x00010498 0x10010498   6    7 .text   ascii   M\b;H\b}
 511 0x000104b7 0x100104b7   5    6 .text   ascii   M\f;\b}
 512 0x000104da 0x100104da   5    6 .text   ascii   M\b;\b}
 513 0x00010514 0x10010514   7    7 .text   ascii   M\f;H\b| 
 514 0x00010563 0x10010563   5    5 .text   ascii   E\f+E\b
 515 0x00010625 0x10010625   5    5 .text   ascii   LSVWQ
 516 0x00010655 0x10010655   5    6 .text   ascii   M\b;\b|
 517 0x00010673 0x10010673   6    7 .text   ascii   M\b;H\b|
 518 0x00010680 0x10010680   4    5 .text   ascii   U\f;U
 519 0x0001068d 0x1001068d   4    5 .text   ascii   E\f;E
 520 0x00010695 0x10010695   4    5 .text   ascii   M\f3M
 521 0x000106a7 0x100106a7   4    5 .text   ascii   E\f3E
 522 0x000106c7 0x100106c7   6    7 .text   ascii   M\f;H\f}
 523 0x0001070a 0x1001070a   4    5 .text   ascii   M\f;H
 524 0x00010748 0x10010748   5    5 .text   ascii   ;H\f| 
 525 0x000107b2 0x100107b2   4    4 .text   ascii   +M\fA
 526 0x00010875 0x10010875   5    5 .text   ascii   pSVWQ
 527 0x0001088e 0x1001088e   4    5 .text   ascii   E\b;E
 528 0x000108c3 0x100108c3   4    5 .text   ascii   E\f;E
 529 0x000108fa 0x100108fa   5    5 .text   ascii   ;E\b}T
 530 0x00010912 0x10010912   5    5 .text   ascii   M 3M$
 531 0x0001091b 0x1001091b   5    5 .text   ascii   U$3U 
 532 0x00010924 0x10010924   5    5 .text   ascii   E 3E$
 533 0x0001094b 0x1001094b   5    5 .text   ascii   M$+M(
 534 0x0001099b 0x1001099b   6    7 .text   ascii   U(;U |
 535 0x000109a3 0x100109a3   5    5 .text   ascii   E(+E 
 536 0x000109ac 0x100109ac   5    5 .text   ascii   M$+M(
 537 0x000109b7 0x100109b7   5    5 .text   ascii   U +U(
 538 0x000109e2 0x100109e2   4    5 .text   ascii   M\f;M
 539 0x000109ee 0x100109ee   4    4 .text   ascii   U\b;U
 540 0x000109f6 0x100109f6   4    4 .text   ascii   E\f;E
 541 0x00010a3d 0x10010a3d   4    4 .text   ascii   M\b;M
 542 0x00010a45 0x10010a45   4    4 .text   ascii   U\f;U
 543 0x00010a84 0x10010a84   4    4 .text   ascii   U\b;U
 544 0x00010a8c 0x10010a8c   4    4 .text   ascii   E\f;E
 545 0x00010b33 0x10010b33   4    5 .text   ascii   E\b;E
 546 0x00010b6b 0x10010b6b   4    4 .text   ascii   U\f;U
 547 0x00010c21 0x10010c21   4    4 .text   ascii   U\b;U
 548 0x00010c29 0x10010c29   4    4 .text   ascii   E\f;E
 549 0x00010c68 0x10010c68   4    4 .text   ascii   E\b;E
 550 0x00010c70 0x10010c70   4    4 .text   ascii   M\f;M
 551 0x00010d17 0x10010d17   4    5 .text   ascii   E\f;E
 552 0x00010d65 0x10010d65   4    4 .text   ascii   E\b;E
 553 0x00010d94 0x10010d94   4    5 .text   ibm037  4YWR
 554 0x00010dfd 0x10010dfd   4    4 .text   ascii   U\b;U
 555 0x00010e05 0x10010e05   4    4 .text   ascii   E\f;E
 556 0x00010e5b 0x10010e5b   4    4 .text   ascii   U\b;U
 557 0x00010e63 0x10010e63   4    4 .text   ascii   E\f;E
 558 0x00010ea2 0x10010ea2   4    4 .text   ascii   E\b;E
 559 0x00010eaa 0x10010eaa   4    4 .text   ascii   M\f;M
 560 0x00010f51 0x10010f51   4    5 .text   ascii   E\b;E
 561 0x00010f89 0x10010f89   4    4 .text   ascii   U\f;U
 562 0x00010fb8 0x10010fb8   4    5 .text   ibm037  4YBP
 563 0x00011027 0x10011027  16   16 .text   ibm037  (\i(Y»íUJSiíü»áU
 564 0x00011040 0x10011040   4    4 .text   ascii   M\b;M
 565 0x00011048 0x10011048   4    4 .text   ascii   U\f;U
 566 0x00011087 0x10011087   4    4 .text   ascii   U\b;U
 567 0x0001108f 0x1001108f   4    4 .text   ascii   E\f;E
 568 0x000110a9 0x100110a9   4    5 .text   ibm037  4YJO
 569 0x00011133 0x10011133   4    5 .text   ascii   E\f;E
 570 0x00011181 0x10011181   4    4 .text   ascii   E\b;E
 571 0x000114e5 0x100114e5   5    5 .text   ascii   HSVWQ
 572 0x00011536 0x10011536   4    5 .text   ascii   ;H\f|
 573 0x00011541 0x10011541   6    7 .text   ascii   U\b;U\fu
 574 0x0001155f 0x1001155f   7    7 .text   ascii   E\b;E\f~]
 575 0x00011567 0x10011567   5    5 .text   ascii   M\b3M\f
 576 0x00011570 0x10011570   5    5 .text   ascii   U\f3U\b
 577 0x00011579 0x10011579   5    5 .text   ascii   E\b3E\f
 578 0x0001158b 0x1001158b   4    5 .text   ascii   U 3U
 579 0x000115bb 0x100115bb   5    5 .text   ascii   M +M$
 580 0x000115db 0x100115db   6    7 .text   ascii   M\b;H\b}
 581 0x000115fa 0x100115fa   5    6 .text   ascii   M\f;\b}
 582 0x0001161d 0x1001161d   5    6 .text   ascii   M\b;\b}
 583 0x00011657 0x10011657   7    7 .text   ascii   M\f;H\b| 
 584 0x000116b8 0x100116b8   4    5 .text   ascii   U$;U
 585 0x000116c0 0x100116c0   4    5 .text   ascii   E$+E
 586 0x000116c9 0x100116c9   5    5 .text   ascii   M +M$
 587 0x000116f0 0x100116f0   4    4 .text   ascii   u5WV
 588 0x000116f5 0x100116f5   6    6 .text   ascii   M\f+M\bA
 589 0x00011712 0x10011712   4    4 .text   ascii   \aJu\t
 590 0x0001172b 0x1001172b   4    4 .text   ascii   u5VW
 591 0x00011730 0x10011730   6    6 .text   ascii   M\f+M\bA
 592 0x0001174a 0x1001174a   5    5 .text   ascii   x\aJu\v
 593 0x00011765 0x10011765   6    6 .text   ascii   M\f+M\bA
 594 0x00011782 0x10011782   4    4 .text   ascii   \aJu\v
 595 0x00011885 0x10011885   5    5 .text   ascii   LSVWQ
 596 0x000118b5 0x100118b5   5    6 .text   ascii   M\b;\b|
 597 0x000118d3 0x100118d3   6    7 .text   ascii   M\b;H\b|
 598 0x000118e0 0x100118e0   4    5 .text   ascii   U\f;U
 599 0x000118fe 0x100118fe   4    5 .text   ascii   E\f;E
 600 0x00011906 0x10011906   4    5 .text   ascii   M\f3M
 601 0x00011918 0x10011918   4    5 .text   ascii   E\f3E
 602 0x0001192a 0x1001192a   4    5 .text   ascii   U 3U
 603 0x0001195a 0x1001195a   5    5 .text   ascii   M +M$
 604 0x0001197a 0x1001197a   6    7 .text   ascii   M\f;H\f}
 605 0x000119bd 0x100119bd   4    5 .text   ascii   M\f;H
 606 0x000119fb 0x100119fb   5    5 .text   ascii   ;H\f| 
 607 0x00011a74 0x10011a74   4    5 .text   ascii   U$;U
 608 0x00011a7c 0x10011a7c   4    5 .text   ascii   E$+E
 609 0x00011a85 0x10011a85   5    5 .text   ascii   M +M$
 610 0x00011aac 0x10011aac   4    4 .text   ascii   u5VW
 611 0x00011ab3 0x10011ab3   4    4 .text   ascii   +M\fA
 612 0x00011acb 0x10011acb   4    4 .text   ascii   \aJu\v
 613 0x00011ae7 0x10011ae7   4    4 .text   ascii   u5WV
 614 0x00011aee 0x10011aee   4    4 .text   ascii   +M\fA
 615 0x00011b03 0x10011b03   5    5 .text   ascii   x\bJu\r
 616 0x00011b23 0x10011b23   4    4 .text   ascii   +M\fA
 617 0x00011b3b 0x10011b3b   4    4 .text   ascii   \aJu\r
 618 0x00011c45 0x10011c45   5    5 .text   ascii   PSVWQ
 619 0x00011d32 0x10011d32   4    5 .text   ibm037  nAAY
 620 0x00011dd5 0x10011dd5   5    5 .text   ascii   `SVWQ
 621 0x00011ea9 0x10011ea9   4    5 .text   ibm037  4YJH
 622 0x00011eef 0x10011eef   4    4 .text   ascii   ]^_f
 623 0x00011f85 0x10011f85   5    5 .text   ascii   dSVWQ
 624 0x0001215e 0x1001215e   4    4 .text   ascii   SVWQ
 625 0x00012905 0x10012905   5    5 .text   ascii   tSVWQ
 626 0x00012982 0x10012982   6    6 .text   ascii   9E\f~\a3
 627 0x00012bf8 0x10012bf8   5    6 .text   ibm037  áMtud
 628 0x00012c4a 0x10012c4a   4    5 .text   ascii   f9\au
 629 0x00012db5 0x10012db5   5    5 .text   ascii   lSVWQ
 630 0x00012e4e 0x10012e4e   6    6 .text   ascii   9E\f~\a3
 631 0x000130f3 0x100130f3   4    4 .text   ascii   ]^_f
 632 0x000131ef 0x100131ef   4    4 .text   ascii   ]^_f
 633 0x000132e1 0x100132e1   4    4 .text   ascii   ]^_f
 634 0x00013433 0x10013433   4    4 .text   ascii   ]^_f
 635 0x000135a3 0x100135a3   4    4 .text   ascii   ]^_f
 636 0x00013805 0x10013805   5    5 .text   ascii   lSVWQ
 637 0x00013882 0x10013882   6    6 .text   ascii   9E\f~\a3
 638 0x00013a8b 0x10013a8b   4    5 .text   ascii   t\tJt
 639 0x00013acd 0x10013acd   4    4 .text   ascii   8\au-
 640 0x00013ad4 0x10013ad4   7    7 .text   ascii   'FG8\au)
 641 0x00013ade 0x10013ade   7    7 .text   ascii   'FG8\au%
 642 0x00013ae8 0x10013ae8   7    7 .text   ascii   'FG8\au!
 643 0x00013af2 0x10013af2   5    5 .text   ascii   'FGIu
 644 0x00013af9 0x10013af9   4    4 .text   ascii   \e8\at
 645 0x00013afe 0x10013afe   5    5 .text   ascii   FG8\at
 646 0x00013b04 0x10013b04   5    5 .text   ascii   FG8\at
 647 0x00013b0a 0x10013b0a   5    5 .text   ascii   FG8\at
 648 0x00013b10 0x10013b10   4    4 .text   ascii   FGIu
 649 0x00013c55 0x10013c55   5    5 .text   ascii   hSVWQ
 650 0x00013cee 0x10013cee   6    6 .text   ascii   9E\f~\a3
 651 0x00013ee7 0x10013ee7   4    4 .text   ascii   ]^_f
 652 0x00013fce 0x10013fce   4    4 .text   ascii   ]^_f
 653 0x000140ab 0x100140ab   4    4 .text   ascii   ]^_f
 654 0x000141e8 0x100141e8   4    4 .text   ascii   ]^_f
 655 0x00014336 0x10014336   4    4 .text   ascii   ]^_f
 656 0x00014555 0x10014555   4    4 .text   ascii   @SVW
 657 0x000145a9 0x100145a9   4    4 .text   ascii   SVWQ
 658 0x00014a45 0x10014a45   4    4 .text   ascii   @SVW
 659 0x00014a95 0x10014a95   4    4 .text   ascii   @SVW
 660 0x00014af5 0x10014af5   5    5 .text   ascii   DSVWQ
 661 0x00014c05 0x10014c05   5    5 .text   ascii   DSVWQ
 662 0x00014c75 0x10014c75   5    5 .text   ascii   DSVWQ
 663 0x00014cd5 0x10014cd5   5    5 .text   ascii   DSVWQ
 664 0x00014dfa 0x10014dfa   5    5 .text   ascii   DSVWQ
 665 0x00014eb5 0x10014eb5   5    5 .text   ascii   DSVWQ
 666 0x00014ff5 0x10014ff5   5    5 .text   ascii   LSVWQ
 667 0x000150d5 0x100150d5   5    5 .text   ascii   HSVWQ
 668 0x00015125 0x10015125   4    4 .text   ascii   \tQh\b
 669 0x00015185 0x10015185   5    5 .text   ascii   XSVWQ
 670 0x00015232 0x10015232   4    4 .text   ascii   t4hH
 671 0x0001528e 0x1001528e   4    4 .text   ascii   t4hH
 672 0x000152f2 0x100152f2   4    4 .text   ascii    Rh\b
 673 0x0001534c 0x1001534c   4    4 .text   ascii   -Qh\b
 674 0x00015387 0x10015387   4    4 .text   ascii   5Ph\b
 675 0x00015485 0x10015485   5    5 .text   ascii   XSVWQ
 676 0x00015532 0x10015532   4    4 .text   ascii   t4hH
 677 0x00015631 0x10015631   4    4 .text   ascii   t4hH
 678 0x00015648 0x10015648   4    4 .text   ascii   *Rh\b
 679 0x00015695 0x10015695   4    4 .text   ascii   2Qh\b
 680 0x000156d0 0x100156d0   4    4 .text   ascii   :Ph\b
 681 0x000157e5 0x100157e5   5    5 .text   ascii   XSVWQ
 682 0x00015896 0x10015896   4    4 .text   ascii   t4hH
 683 0x00015975 0x10015975   4    4 .text   ascii    Rh\b
 684 0x000159d2 0x100159d2   4    4 .text   ascii   t4hH
 685 0x000159e9 0x100159e9   4    4 .text   ascii   +Qh\b
 686 0x00015a1d 0x10015a1d   4    4 .text   ascii   -Ph\b
 687 0x00015a58 0x10015a58   4    4 .text   ascii   4Rh\b
 688 0x00015a93 0x10015a93   4    4 .text   ascii   <Qh\b
 689 0x00015bb5 0x10015bb5   5    5 .text   ascii   XSVWQ
 690 0x00015c66 0x10015c66   4    4 .text   ascii   t4hH
 691 0x00015d3d 0x10015d3d   4    4 .text   ascii    Ph\b
 692 0x00015d9a 0x10015d9a   4    4 .text   ascii   t4hH
 693 0x00015db1 0x10015db1   4    4 .text   ascii   +Rh\b
 694 0x00015de5 0x10015de5   4    4 .text   ascii   -Qh\b
 695 0x00015e20 0x10015e20   4    4 .text   ascii   4Ph\b
 696 0x00015e5b 0x10015e5b   4    4 .text   ascii   <Rh\b
 697 0x00015f85 0x10015f85   5    5 .text   ascii   XSVWQ
 698 0x00016032 0x10016032   4    4 .text   ascii   t4hH
 699 0x0001613a 0x1001613a   4    4 .text   ascii   -Qh\b
 700 0x00016175 0x10016175   4    4 .text   ascii   5Ph\b
 701 0x00016275 0x10016275   5    5 .text   ascii   XSVWQ
 702 0x0001632c 0x1001632c   4    4 .text   ascii   t4hH
 703 0x000163c8 0x100163c8   4    4 .text   ascii   "Qh\b
 704 0x00016430 0x10016430   4    4 .text   ascii   -Qh\b
 705 0x00016464 0x10016464   4    4 .text   ascii   8Ph\b
 706 0x0001649f 0x1001649f   4    4 .text   ascii   @Rh\b
 707 0x000165a5 0x100165a5   5    5 .text   ascii   XSVWQ
 708 0x0001673b 0x1001673b   4    4 .text   ascii   t4hH
 709 0x00016752 0x10016752   4    4 .text   ascii   )Rh\b
 710 0x000167a3 0x100167a3   4    4 .text   ascii   1Rh\b
 711 0x000167de 0x100167de   4    4 .text   ascii   9Qh\b
 712 0x000168e5 0x100168e5   5    5 .text   ascii   DSVWQ
 713 0x00016935 0x10016935   5    5 .text   ascii   DSVWQ
 714 0x000169a5 0x100169a5   5    5 .text   ascii   XSVWQ
 715 0x00016a5c 0x10016a5c   4    4 .text   ascii   t4hH
 716 0x00016abc 0x10016abc   4    4 .text   ascii   t4hH
 717 0x00016b24 0x10016b24   4    4 .text   ascii    Rh\b
 718 0x00016b7e 0x10016b7e   4    4 .text   ascii   .Qh\b
 719 0x00016bb9 0x10016bb9   4    4 .text   ascii   6Ph\b
 720 0x00016cb5 0x10016cb5   5    5 .text   ascii   XSVWQ
 721 0x00016e57 0x10016e57   4    4 .text   ascii   &Rh\b
 722 0x00016e8b 0x10016e8b   4    4 .text   ascii   ,Qh\b
 723 0x00016ec6 0x10016ec6   4    4 .text   ascii   4Ph\b
 724 0x00016fc5 0x10016fc5   5    5 .text   ascii   XSVWQ
 725 0x00017083 0x10017083   4    4 .text   ascii   t4hH
 726 0x00017123 0x10017123   4    4 .text   ascii   $Rh\b
 727 0x0001717d 0x1001717d   4    4 .text   ascii   1Qh\b
 728 0x000171b8 0x100171b8   4    4 .text   ascii   9Ph\b
 729 0x000172b5 0x100172b5   5    5 .text   ascii   XSVWQ
 730 0x00017403 0x10017403   4    4 .text   ascii   #Rh\b
 731 0x00017465 0x10017465   4    4 .text   ascii   ,Qh\b
 732 0x00017499 0x10017499   4    4 .text   ascii   2Ph\b
 733 0x000174d4 0x100174d4   4    4 .text   ascii   :Rh\b
 734 0x000175d5 0x100175d5   5    5 .text   ascii   XSVWQ
 735 0x000176dc 0x100176dc   4    4 .text   ascii    Qh\b
 736 0x0001773e 0x1001773e   4    4 .text   ascii   )Qh\b
 737 0x00017772 0x10017772   4    4 .text   ascii   /Ph\b
 738 0x000177ad 0x100177ad   4    4 .text   ascii   7Rh\b
 739 0x000178a5 0x100178a5   5    5 .text   ascii   XSVWQ
 740 0x0001795a 0x1001795a   4    4 .text   ascii   t4hH
 741 0x000179c2 0x100179c2   4    4 .text   ascii   !Rh\b
 742 0x00017a1c 0x10017a1c   4    4 .text   ascii   /Qh\b
 743 0x00017a57 0x10017a57   4    4 .text   ascii   7Ph\b
 744 0x00017b45 0x10017b45   5    5 .text   ascii   XSVWQ
 745 0x00017c3a 0x10017c3a   4    4 .text   ascii   t4hH
 746 0x00017c51 0x10017c51   4    4 .text   ascii   \eQh\b
 747 0x00017ca2 0x10017ca2   4    4 .text   ascii   #Qh\b
 748 0x00017cf9 0x10017cf9   4    4 .text   ascii   t4hH
 749 0x00017d10 0x10017d10   4    4 .text   ascii   -Qh\b
 750 0x00017d61 0x10017d61   4    4 .text   ascii   6Qh\b
 751 0x00017d9c 0x10017d9c   4    4 .text   ascii   >Ph\b
 752 0x00017eb5 0x10017eb5   5    5 .text   ascii   DSVWQ
 753 0x00017ef5 0x10017ef5   5    5 .text   ascii   DSVWQ
 754 0x00017f35 0x10017f35   5    5 .text   ascii   DSVWQ
 755 0x00017f51 0x10017f51   5    5 .text   ascii   @(_^[
 756 0x00017f75 0x10017f75   5    5 .text   ascii   DSVWQ
 757 0x00017fb5 0x10017fb5   5    5 .text   ascii   DSVWQ
 758 0x00017fe5 0x10017fe5   5    5 .text   ascii   DSVWQ
 759 0x00018001 0x10018001   5    5 .text   ascii   @ _^[
 760 0x00018025 0x10018025   5    5 .text   ascii   DSVWQ
 761 0x00018041 0x10018041   5    5 .text   ascii   @,_^[
 762 0x00018065 0x10018065   5    5 .text   ascii   DSVWQ
 763 0x00018081 0x10018081   5    5 .text   ascii   @0_^[
 764 0x000180a5 0x100180a5   5    5 .text   ascii   DSVWQ
 765 0x000180c1 0x100180c1   5    5 .text   ascii   @4_^[
 766 0x000180e5 0x100180e5   5    5 .text   ascii   DSVWQ
 767 0x00018125 0x10018125   5    5 .text   ascii   XSVWQ
